Lead_ID,Business_Name,Category,Sub_Specialization,Exact_Physical_Address,City_Region,Est_Monthly_Revenue,Avg_Ticket_Size,Current_Website_Status,Decision_Maker,SahayShakti_Pitch_Hook,Lead_Priority,Outreach_Status
SST-OSM-CLOTH-0127,Siyarams,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.125)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0128,Crocs,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.125)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0129,Shrimann,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0130,Bodycare,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0131,Brand Nation,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0132,Asli Raymond,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0133,Bodybasic clothes,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0134,Shagun Raymond,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0135,Abros Exclusive,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0136,Hanumant Jewels,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.125)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0137,Shubham Collection,"Branded Clothing, Custom Boutiques & Bridal Wear",Fabric Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.125)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0138,Aurelia,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0139,Onkar,"Branded Clothing, Custom Boutiques & Bridal Wear",Jeweller Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0140,Cantabil Clothing,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0141,Buy Brand,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0142,Cheap Footware,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0143,Onax by Yuva,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0144,Elini,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0145,She Fashion,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0146,Liberty Exclusive Showroom,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.709, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0147,Unique Fitness Forever,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0148,Ekta Suit and Dupatta,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0149,Bindra Undergarment,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0150,Baweja Footwear,"Branded Clothing, Custom Boutiques & Bridal Wear",Shoes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0151,Lenskart,"Branded Clothing, Custom Boutiques & Bridal Wear",Optician Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.709, Lon: 77.124)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0152,Lakshita,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.708, Lon: 77.125)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0153,Shri Nath Optical,"Branded Clothing, Custom Boutiques & Bridal Wear",Optician Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.710, Lon: 77.122)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0154,Go Colors!,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0155,Zudio,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.707, Lon: 77.181)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0156,Shershah Cold Storage,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.714, Lon: 77.172)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0157,Verma Jewellers,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.718, Lon: 77.126)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0158,Uttam Jewlellers,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.718, Lon: 77.126)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0159,Woodland,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0160,Meena Bazaar,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.123)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0161,GIVA,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.717, Lon: 77.114)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0162,Empire of Jewels,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0163,Stanmax,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0164,Caratlane,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.704, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0165,Tesoro By Sania,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.706, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0166,cult.fit,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0167,Minimoon,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0168,Bodycare Kids,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0169,Bluestone,"Branded Clothing, Custom Boutiques & Bridal Wear",Jewelry Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.704, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0170,Malhotra Saree Emporium,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0171,The Gym Health Planet,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.704, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0172,Bodycare,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0173,Raymond,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0174,Malhotra Saree Emporium,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0175,Go Colors!,"Branded Clothing, Custom Boutiques & Bridal Wear",Clothes Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.705, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
SST-OSM-CLOTH-0176,The Gym,"Branded Clothing, Custom Boutiques & Bridal Wear",Custom Apparel / Tailoring Shop / Custom Studio,"Rohini / North-West Commercial Belt (Lat: 28.704, Lon: 77.190)",Rohini / Pitampura / Rani Bagh,Rs. 6.0 - 22.0 Lakhs/mo,"Rs. 3,500 - 45,000",NO OFFICIAL WEBSITE,Boutique Owner / Senior Master Tailor,"Pitch 'SahayShakti Glamour Suite': Mobile catalog, online custom order booking, and direct Instagram-to-WhatsApp client conversion funnel.",HOT (Zero Web Presence),Uncontacted
